saavik_left_neutral_open,saavik,left,neutral,open
saavik_left_neutral_sunglasses,saavik,left,neutral,sunglasses
saavik_right_neutral_open,saavik,right,neutral,open
saavik_right_neutral_sunglasses,saavik,right,neutral,sunglasses
saavik_straight_neutral_open,saavik,straight,neutral,open
saavik_straight_neutral_sunglasses,saavik,straight,neutral,sunglasses
saavik_up_neutral_open,saavik,up,neutral,open
saavik_up_neutral_sunglasses,saavik,up,neutral,sunglasses
steffi_left_neutral_open,steffi,left,neutral,open
steffi_left_neutral_sunglasses,steffi,left,neutral,sunglasses
steffi_right_neutral_open,steffi,right,neutral,open
steffi_right_neutral_sunglasses,steffi,right,neutral,sunglasses
steffi_straight_neutral_open,steffi,straight,neutral,open
steffi_straight_neutral_sunglasses,steffi,straight,neutral,sunglasses
steffi_up_neutral_open,steffi,up,neutral,open
steffi_up_neutral_sunglasses,steffi,up,neutral,sunglasses
sz24_left_neutral_open,sz24,left,neutral,open
sz24_right_neutral_open,sz24,right,neutral,open
sz24_right_neutral_sunglasses,sz24,right,neutral,sunglasses
sz24_straight_neutral_open,sz24,straight,neutral,open
sz24_straight_neutral_sunglasses,sz24,straight,neutral,sunglasses
sz24_up_neutral_open,sz24,up,neutral,open
sz24_up_neutral_sunglasses,sz24,up,neutral,sunglasses
tammo_left_neutral_open,tammo,left,neutral,open
tammo_left_neutral_sunglasses,tammo,left,neutral,sunglasses
tammo_right_neutral_open,tammo,right,neutral,open
tammo_right_neutral_sunglasses,tammo,right,neutral,sunglasses
tammo_straight_neutral_open,tammo,straight,neutral,open
tammo_straight_neutral_sunglasses,tammo,straight,neutral,sunglasses
tammo_up_neutral_open,tammo,up,neutral,open
tammo_up_neutral_sunglasses,tammo,up,neutral,sunglasses
