phoebe_left_neutral_open,phoebe,left,neutral,open
ch4f_straight_sad_sunglasses,ch4f,straight,sad,sunglasses
karyadi_straight_happy_open,karyadi,straight,happy,open
boland_up_happy_sunglasses,boland,up,happy,sunglasses
cheyer_right_sad_sunglasses,cheyer,right,sad,sunglasses
danieln_right_sad_sunglasses,danieln,right,sad,sunglasses
at33_left_happy_open,at33,left,happy,open
kk49_left_sad_open,kk49,left,sad,open
saavik_straight_angry_open,saavik,straight,angry,open
kk49_straight_sad_sunglasses,kk49,straight,sad,sunglasses
tammo_straight_happy_open,tammo,straight,happy,open
megak_right_angry_sunglasses,megak,right,angry,sunglasses
kawamura_right_happy_open,kawamura,right,happy,open
an2i_right_sad_open,an2i,right,sad,open
kk49_straight_angry_sunglasses,kk49,straight,angry,sunglasses
at33_straight_sad_open,at33,straight,sad,open
karyadi_right_angry_open,karyadi,right,angry,open
steffi_right_angry_open,steffi,right,angry,open
saavik_right_neutral_sunglasses,saavik,right,neutral,sunglasses
megak_left_neutral_open,megak,left,neutral,open
ch4f_right_happy_sunglasses,ch4f,right,happy,sunglasses
an2i_straight_happy_sunglasses,an2i,straight,happy,sunglasses
steffi_straight_neutral_open,steffi,straight,neutral,open
tammo_left_angry_open,tammo,left,angry,open
at33_right_angry_open,at33,right,angry,open
kawamura_straight_sad_sunglasses,kawamura,straight,sad,sunglasses
glickman_right_happy_sunglasses,glickman,right,happy,sunglasses
night_left_angry_sunglasses,night,left,angry,sunglasses
night_right_sad_open,night,right,sad,open
tammo_up_sad_sunglasses,tammo,up,sad,sunglasses
megak_straight_happy_open,megak,straight,happy,open
ch4f_up_happy_open,ch4f,up,happy,open
choon_left_neutral_open,choon,left,neutral,open
at33_up_neutral_open,at33,up,neutral,open
phoebe_straight_sad_open,phoebe,straight,sad,open
at33_left_happy_open,at33,left,happy,open
choon_straight_neutral_open,choon,straight,neutral,open
at33_up_sad_sunglasses,at33,up,sad,sunglasses
boland_right_sad_open,boland,right,sad,open
sz24_right_sad_open,sz24,right,sad,open
night_straight_sad_sunglasses,night,straight,sad,sunglasses
saavik_up_sad_sunglasses,saavik,up,sad,sunglasses
karyadi_up_angry_open,karyadi,up,angry,open
steffi_left_happy_open,steffi,left,happy,open
glickman_up_angry_sunglasses,glickman,up,angry,sunglasses
kk49_up_neutral_sunglasses,kk49,up,neutral,sunglasses
an2i_straight_happy_sunglasses,an2i,straight,happy,sunglasses
ch4f_right_happy_open,ch4f,right,happy,open
megak_straight_neutral_sunglasses,megak,straight,neutral,sunglasses
tammo_left_neutral_open,tammo,left,neutral,open
phoebe_straight_sad_sunglasses,phoebe,straight,sad,sunglasses
tammo_straight_angry_sunglasses,tammo,straight,angry,sunglasses
kk49_left_angry_sunglasses,kk49,left,angry,sunglasses
choon_up_happy_open,choon,up,happy,open
cheyer_straight_angry_sunglasses,cheyer,straight,angry,sunglasses
steffi_right_happy_sunglasses,steffi,right,happy,sunglasses
danieln_straight_sad_open,danieln,straight,sad,open
an2i_left_happy_sunglasses,an2i,left,happy,sunglasses
cheyer_left_happy_sunglasses,cheyer,left,happy,sunglasses
glickman_left_angry_sunglasses,glickman,left,angry,sunglasses
kk49_right_neutral_sunglasses,kk49,right,neutral,sunglasses
glickman_left_happy_open,glickman,left,happy,open
at33_straight_angry_sunglasses,at33,straight,angry,sunglasses
choon_up_happy_sunglasses,choon,up,happy,sunglasses
an2i_up_neutral_open,an2i,up,neutral,open
at33_right_angry_sunglasses,at33,right,angry,sunglasses
an2i_straight_happy_open,an2i,straight,happy,open
night_right_angry_sunglasses,night,right,angry,sunglasses
sz24_right_sad_sunglasses,sz24,right,sad,sunglasses
bpm_straight_angry_open,bpm,straight,angry,open
steffi_left_neutral_sunglasses,steffi,left,neutral,sunglasses
kawamura_left_neutral_open,kawamura,left,neutral,open
an2i_up_sad_sunglasses,an2i,up,sad,sunglasses
kk49_right_happy_sunglasses,kk49,right,happy,sunglasses
boland_left_angry_open,boland,left,angry,open
phoebe_straight_neutral_sunglasses,phoebe,straight,neutral,sunglasses
choon_straight_neutral_sunglasses,choon,straight,neutral,sunglasses
saavik_left_neutral_open,saavik,left,neutral,open
glickman_left_sad_open,glickman,left,sad,open
ch4f_left_sad_open,ch4f,left,sad,open
megak_right_neutral_open,megak,right,neutral,open
kawamura_straight_sad_open,kawamura,straight,sad,open
cheyer_up_sad_open,cheyer,up,sad,open
glickman_up_happy_open,glickman,up,happy,open
phoebe_left_neutral_sunglasses,phoebe,left,neutral,sunglasses
choon_up_neutral_open,choon,up,neutral,open
glickman_up_angry_open,glickman,up,angry,open
boland_right_happy_open,boland,right,happy,open
saavik_up_sad_open,saavik,up,sad,open
choon_straight_sad_open,choon,straight,sad,open
bpm_left_happy_open,bpm,left,happy,open
an2i_up_neutral_sunglasses,an2i,up,neutral,sunglasses
an2i_left_neutral_sunglasses,an2i,left,neutral,sunglasses
bpm_right_happy_sunglasses,bpm,right,happy,sunglasses
steffi_up_happy_sunglasses,steffi,up,happy,sunglasses
kk49_left_sad_sunglasses,kk49,left,sad,sunglasses
mitchell_right_happy_sunglasses,mitchell,right,happy,sunglasses
an2i_up_sad_open,an2i,up,sad,open
at33_left_sad_sunglasses,at33,left,sad,sunglasses
boland_straight_angry_sunglasses,boland,straight,angry,sunglasses
at33_up_happy_sunglasses,at33,up,happy,sunglasses
sz24_straight_sad_sunglasses,sz24,straight,sad,sunglasses
tammo_straight_neutral_open,tammo,straight,neutral,open
danieln_up_sad_sunglasses,danieln,up,sad,sunglasses
an2i_up_sad_sunglasses,an2i,up,sad,sunglasses
ch4f_straight_happy_sunglasses,ch4f,straight,happy,sunglasses
night_left_angry_open,night,left,angry,open
glickman_straight_sad_sunglasses,glickman,straight,sad,sunglasses
bpm_up_sad_open,bpm,up,sad,open
an2i_straight_neutral_sunglasses,an2i,straight,neutral,sunglasses
saavik_left_happy_open,saavik,left,happy,open
boland_left_sad_sunglasses,boland,left,sad,sunglasses
an2i_up_angry_open,an2i,up,angry,open
steffi_up_neutral_sunglasses,steffi,up,neutral,sunglasses
an2i_straight_angry_open,an2i,straight,angry,open
night_right_happy_sunglasses,night,right,happy,sunglasses
karyadi_up_happy_sunglasses,karyadi,up,happy,sunglasses
kawamura_left_sad_sunglasses,kawamura,left,sad,sunglasses
danieln_right_happy_sunglasses,danieln,right,happy,sunglasses
choon_up_neutral_sunglasses,choon,up,neutral,sunglasses
sz24_left_neutral_open,sz24,left,neutral,open
cheyer_left_happy_open,cheyer,left,happy,open
sz24_left_angry_open,sz24,left,angry,open
phoebe_up_sad_open,phoebe,up,sad,open
an2i_left_neutral_open,an2i,left,neutral,open
bpm_straight_neutral_sunglasses,bpm,straight,neutral,sunglasses
an2i_straight_sad_open,an2i,straight,sad,open
cheyer_right_happy_sunglasses,cheyer,right,happy,sunglasses
kawamura_up_sad_open,kawamura,up,sad,open
megak_up_happy_sunglasses,megak,up,happy,sunglasses
danieln_right_neutral_sunglasses,danieln,right,neutral,sunglasses
cheyer_up_neutral_sunglasses,cheyer,up,neutral,sunglasses
danieln_up_angry_sunglasses,danieln,up,angry,sunglasses
at33_right_happy_sunglasses,at33,right,happy,sunglasses
ch4f_up_sad_sunglasses,ch4f,up,sad,sunglasses
tammo_straight_sad_open,tammo,straight,sad,open
an2i_straight_angry_open,an2i,straight,angry,open
megak_straight_sad_open,megak,straight,sad,open
boland_left_neutral_open,boland,left,neutral,open
bpm_up_angry_open,bpm,up,angry,open
cheyer_right_angry_sunglasses,cheyer,right,angry,sunglasses
phoebe_left_sad_sunglasses,phoebe,left,sad,sunglasses
at33_right_neutral_sunglasses,at33,right,neutral,sunglasses
mitchell_straight_sad_open,mitchell,straight,sad,open
kawamura_right_happy_sunglasses,kawamura,right,happy,sunglasses
saavik_up_neutral_open,saavik,up,neutral,open
at33_up_sad_open,at33,up,sad,open
night_up_neutral_sunglasses,night,up,neutral,sunglasses
at33_straight_angry_open,at33,straight,angry,open
night_up_sad_open,night,up,sad,open
karyadi_right_angry_sunglasses,karyadi,right,angry,sunglasses
karyadi_left_happy_sunglasses,karyadi,left,happy,sunglasses
bpm_right_sad_sunglasses,bpm,right,sad,sunglasses
an2i_left_happy_open,an2i,left,happy,open
at33_right_angry_open,at33,right,angry,open
karyadi_left_angry_open,karyadi,left,angry,open
night_straight_neutral_open,night,straight,neutral,open
mitchell_left_neutral_sunglasses,mitchell,left,neutral,sunglasses
boland_up_neutral_sunglasses,boland,up,neutral,sunglasses
karyadi_straight_angry_open,karyadi,straight,angry,open
choon_up_angry_open,choon,up,angry,open
at33_right_neutral_open,at33,right,neutral,open
danieln_left_angry_open,danieln,left,angry,open
glickman_straight_angry_sunglasses,glickman,straight,angry,sunglasses
saavik_up_angry_open,saavik,up,angry,open
danieln_straight_sad_sunglasses,danieln,straight,sad,sunglasses
phoebe_left_angry_sunglasses,phoebe,left,angry,sunglasses
kk49_right_sad_open,kk49,right,sad,open
cheyer_up_angry_sunglasses,cheyer,up,angry,sunglasses
sz24_up_angry_open,sz24,up,angry,open
night_right_happy_open,night,right,happy,open
ch4f_up_happy_sunglasses,ch4f,up,happy,sunglasses
megak_straight_angry_sunglasses,megak,straight,angry,sunglasses
ch4f_straight_neutral_sunglasses,ch4f,straight,neutral,sunglasses
night_right_sad_sunglasses,night,right,sad,sunglasses
sz24_straight_sad_open,sz24,straight,sad,open
saavik_up_angry_sunglasses,saavik,up,angry,sunglasses
mitchell_right_angry_open,mitchell,right,angry,open
ch4f_straight_sad_open,ch4f,straight,sad,open
cheyer_up_happy_sunglasses,cheyer,up,happy,sunglasses
steffi_right_happy_open,steffi,right,happy,open
karyadi_straight_neutral_sunglasses,karyadi,straight,neutral,sunglasses
night_up_angry_sunglasses,night,up,angry,sunglasses
kawamura_up_angry_open,kawamura,up,angry,open
night_up_angry_open,night,up,angry,open
phoebe_left_happy_sunglasses,phoebe,left,happy,sunglasses
glickman_straight_happy_open,glickman,straight,happy,open
steffi_left_neutral_open,steffi,left,neutral,open
tammo_left_angry_sunglasses,tammo,left,angry,sunglasses
megak_right_happy_sunglasses,megak,right,happy,sunglasses
bpm_right_happy_open,bpm,right,happy,open
cheyer_up_sad_sunglasses,cheyer,up,sad,sunglasses
cheyer_right_neutral_sunglasses,cheyer,right,neutral,sunglasses
saavik_right_angry_open,saavik,right,angry,open
megak_left_happy_sunglasses,megak,left,happy,sunglasses
bpm_left_angry_sunglasses,bpm,left,angry,sunglasses
kawamura_up_neutral_sunglasses,kawamura,up,neutral,sunglasses
tammo_up_angry_sunglasses,tammo,up,angry,sunglasses
glickman_straight_sad_open,glickman,straight,sad,open
saavik_straight_neutral_open,saavik,straight,neutral,open
kawamura_up_happy_sunglasses,kawamura,up,happy,sunglasses
ch4f_straight_angry_open,ch4f,straight,angry,open
at33_right_sad_open,at33,right,sad,open
at33_up_angry_open,at33,up,angry,open
cheyer_straight_happy_open,cheyer,straight,happy,open
megak_left_sad_sunglasses,megak,left,sad,sunglasses
cheyer_right_neutral_open,cheyer,right,neutral,open
ch4f_up_angry_sunglasses,ch4f,up,angry,sunglasses
night_left_sad_sunglasses,night,left,sad,sunglasses
kk49_up_happy_open,kk49,up,happy,open
cheyer_left_angry_open,cheyer,left,angry,open
kawamura_left_angry_open,kawamura,left,angry,open
choon_straight_happy_open,choon,straight,happy,open
night_left_neutral_sunglasses,night,left,neutral,sunglasses
choon_left_angry_open,choon,left,angry,open
choon_left_happy_open,choon,left,happy,open
tammo_right_neutral_sunglasses,tammo,right,neutral,sunglasses
mitchell_up_happy_open,mitchell,up,happy,open
night_left_sad_open,night,left,sad,open
karyadi_right_sad_sunglasses,karyadi,right,sad,sunglasses
kk49_up_neutral_open,kk49,up,neutral,open
steffi_straight_angry_sunglasses,steffi,straight,angry,sunglasses
saavik_straight_sad_open,saavik,straight,sad,open
kawamura_left_happy_sunglasses,kawamura,left,happy,sunglasses
at33_right_angry_sunglasses,at33,right,angry,sunglasses
tammo_straight_sad_sunglasses,tammo,straight,sad,sunglasses
sz24_straight_happy_open,sz24,straight,happy,open
saavik_up_happy_sunglasses,saavik,up,happy,sunglasses
mitchell_straight_happy_sunglasses,mitchell,straight,happy,sunglasses
sz24_straight_angry_open,sz24,straight,angry,open
mitchell_right_sad_open,mitchell,right,sad,open
tammo_left_happy_open,tammo,left,happy,open
bpm_right_angry_open,bpm,right,angry,open
sz24_up_angry_sunglasses,sz24,up,angry,sunglasses
kk49_up_angry_open,kk49,up,angry,open
choon_left_sad_sunglasses,choon,left,sad,sunglasses
an2i_left_angry_sunglasses,an2i,left,angry,sunglasses
kk49_left_happy_sunglasses,kk49,left,happy,sunglasses
steffi_left_sad_open,steffi,left,sad,open
bpm_left_sad_sunglasses,bpm,left,sad,sunglasses
megak_left_angry_sunglasses,megak,left,angry,sunglasses
bpm_up_happy_sunglasses,bpm,up,happy,sunglasses
danieln_left_angry_sunglasses,danieln,left,angry,sunglasses
kk49_right_neutral_open,kk49,right,neutral,open
an2i_right_angry_sunglasses,an2i,right,angry,sunglasses
bpm_right_sad_open,bpm,right,sad,open
tammo_up_angry_open,tammo,up,angry,open
steffi_left_angry_open,steffi,left,angry,open
tammo_up_happy_sunglasses,tammo,up,happy,sunglasses
kk49_up_sad_sunglasses,kk49,up,sad,sunglasses
an2i_straight_neutral_sunglasses,an2i,straight,neutral,sunglasses
kk49_up_happy_sunglasses,kk49,up,happy,sunglasses
karyadi_left_neutral_open,karyadi,left,neutral,open
phoebe_up_angry_sunglasses,phoebe,up,angry,sunglasses
boland_straight_sad_sunglasses,boland,straight,sad,sunglasses
phoebe_up_happy_open,phoebe,up,happy,open
bpm_left_angry_open,bpm,left,angry,open
tammo_straight_angry_open,tammo,straight,angry,open
danieln_up_neutral_open,danieln,up,neutral,open
bpm_straight_sad_open,bpm,straight,sad,open
an2i_straight_angry_sunglasses,an2i,straight,angry,sunglasses
night_right_neutral_open,night,right,neutral,open
boland_left_happy_open,boland,left,happy,open
an2i_left_happy_sunglasses,an2i,left,happy,sunglasses
danieln_left_happy_open,danieln,left,happy,open
an2i_straight_sad_sunglasses,an2i,straight,sad,sunglasses
kk49_left_neutral_sunglasses,kk49,left,neutral,sunglasses
sz24_up_neutral_open,sz24,up,neutral,open
boland_left_happy_sunglasses,boland,left,happy,sunglasses
megak_straight_neutral_open,megak,straight,neutral,open
mitchell_straight_sad_sunglasses,mitchell,straight,sad,sunglasses
an2i_left_neutral_open,an2i,left,neutral,open
boland_straight_happy_sunglasses,boland,straight,happy,sunglasses
choon_right_sad_open,choon,right,sad,open
glickman_straight_neutral_open,glickman,straight,neutral,open
kk49_straight_happy_open,kk49,straight,happy,open
karyadi_straight_happy_sunglasses,karyadi,straight,happy,sunglasses
night_left_happy_open,night,left,happy,open
glickman_right_neutral_open,glickman,right,neutral,open
boland_up_sad_open,boland,up,sad,open
cheyer_left_angry_sunglasses,cheyer,left,angry,sunglasses
phoebe_left_happy_open,phoebe,left,happy,open
kawamura_straight_happy_sunglasses,kawamura,straight,happy,sunglasses
mitchell_up_angry_open,mitchell,up,angry,open
an2i_straight_sad_sunglasses,an2i,straight,sad,sunglasses
choon_right_neutral_sunglasses,choon,right,neutral,sunglasses
karyadi_straight_angry_sunglasses,karyadi,straight,angry,sunglasses
an2i_straight_angry_sunglasses,an2i,straight,angry,sunglasses
sz24_straight_neutral_open,sz24,straight,neutral,open
danieln_left_neutral_open,danieln,left,neutral,open
bpm_left_neutral_sunglasses,bpm,left,neutral,sunglasses
phoebe_straight_neutral_open,phoebe,straight,neutral,open
sz24_straight_happy_sunglasses,sz24,straight,happy,sunglasses
kk49_left_angry_open,kk49,left,angry,open
phoebe_right_happy_open,phoebe,right,happy,open
boland_right_angry_sunglasses,boland,right,angry,sunglasses
an2i_straight_neutral_open,an2i,straight,neutral,open
night_up_neutral_open,night,up,neutral,open
kawamura_up_neutral_open,kawamura,up,neutral,open
phoebe_right_sad_sunglasses,phoebe,right,sad,sunglasses
kk49_straight_neutral_open,kk49,straight,neutral,open
mitchell_right_neutral_sunglasses,mitchell,right,neutral,sunglasses
an2i_right_angry_open,an2i,right,angry,open
at33_left_neutral_sunglasses,at33,left,neutral,sunglasses
saavik_right_neutral_open,saavik,right,neutral,open
kawamura_straight_angry_open,kawamura,straight,angry,open
steffi_straight_sad_open,steffi,straight,sad,open
at33_left_angry_open,at33,left,angry,open
danieln_up_happy_open,danieln,up,happy,open
karyadi_right_neutral_open,karyadi,right,neutral,open
sz24_left_happy_sunglasses,sz24,left,happy,sunglasses
karyadi_left_sad_open,karyadi,left,sad,open
saavik_left_happy_sunglasses,saavik,left,happy,sunglasses
karyadi_up_sad_open,karyadi,up,sad,open
boland_straight_angry_open,boland,straight,angry,open
kawamura_right_sad_open,kawamura,right,sad,open
kk49_right_angry_open,kk49,right,angry,open
an2i_right_sad_sunglasses,an2i,right,sad,sunglasses
cheyer_left_neutral_open,cheyer,left,neutral,open
glickman_right_happy_open,glickman,right,happy,open
cheyer_left_neutral_sunglasses,cheyer,left,neutral,sunglasses
kawamura_right_neutral_sunglasses,kawamura,right,neutral,sunglasses
bpm_up_angry_sunglasses,bpm,up,angry,sunglasses
steffi_right_sad_sunglasses,steffi,right,sad,sunglasses
an2i_up_happy_open,an2i,up,happy,open
glickman_straight_happy_sunglasses,glickman,straight,happy,sunglasses
night_up_happy_sunglasses,night,up,happy,sunglasses
mitchell_right_neutral_open,mitchell,right,neutral,open
boland_right_angry_open,boland,right,angry,open
mitchell_right_sad_sunglasses,mitchell,right,sad,sunglasses
at33_right_happy_open,at33,right,happy,open
cheyer_straight_angry_open,cheyer,straight,angry,open
at33_straight_neutral_sunglasses,at33,straight,neutral,sunglasses
sz24_straight_angry_sunglasses,sz24,straight,angry,sunglasses
ch4f_straight_angry_sunglasses,ch4f,straight,angry,sunglasses
phoebe_up_angry_open,phoebe,up,angry,open
at33_right_sad_sunglasses,at33,right,sad,sunglasses
phoebe_up_neutral_open,phoebe,up,neutral,open
steffi_right_neutral_open,steffi,right,neutral,open
kk49_straight_sad_open,kk49,straight,sad,open
sz24_straight_neutral_sunglasses,sz24,straight,neutral,sunglasses
kk49_left_happy_open,kk49,left,happy,open
boland_left_angry_sunglasses,boland,left,angry,sunglasses
cheyer_left_sad_open,cheyer,left,sad,open
ch4f_left_sad_sunglasses,ch4f,left,sad,sunglasses
tammo_right_neutral_open,tammo,right,neutral,open
glickman_left_sad_sunglasses,glickman,left,sad,sunglasses
an2i_right_neutral_sunglasses,an2i,right,neutral,sunglasses
sz24_left_happy_open,sz24,left,happy,open
mitchell_straight_angry_sunglasses,mitchell,straight,angry,sunglasses
choon_left_happy_sunglasses,choon,left,happy,sunglasses
karyadi_up_sad_sunglasses,karyadi,up,sad,sunglasses
at33_left_sad_sunglasses,at33,left,sad,sunglasses
an2i_up_angry_sunglasses,an2i,up,angry,sunglasses
megak_right_sad_sunglasses,megak,right,sad,sunglasses
kawamura_straight_angry_sunglasses,kawamura,straight,angry,sunglasses
glickman_right_neutral_sunglasses,glickman,right,neutral,sunglasses
megak_left_happy_open,megak,left,happy,open
ch4f_right_neutral_sunglasses,ch4f,right,neutral,sunglasses
an2i_left_angry_open,an2i,left,angry,open
steffi_left_sad_sunglasses,steffi,left,sad,sunglasses
megak_straight_happy_sunglasses,megak,straight,happy,sunglasses
phoebe_right_neutral_sunglasses,phoebe,right,neutral,sunglasses
glickman_left_happy_sunglasses,glickman,left,happy,sunglasses
phoebe_right_angry_sunglasses,phoebe,right,angry,sunglasses
mitchell_left_happy_sunglasses,mitchell,left,happy,sunglasses
phoebe_straight_happy_open,phoebe,straight,happy,open
steffi_up_neutral_open,steffi,up,neutral,open
tammo_left_sad_open,tammo,left,sad,open
danieln_up_happy_sunglasses,danieln,up,happy,sunglasses
phoebe_right_neutral_open,phoebe,right,neutral,open
tammo_straight_neutral_sunglasses,tammo,straight,neutral,sunglasses
choon_right_angry_sunglasses,choon,right,angry,sunglasses
kawamura_left_neutral_sunglasses,kawamura,left,neutral,sunglasses
at33_up_neutral_sunglasses,at33,up,neutral,sunglasses
an2i_up_happy_sunglasses,an2i,up,happy,sunglasses
danieln_straight_angry_sunglasses,danieln,straight,angry,sunglasses
kk49_right_happy_open,kk49,right,happy,open
kk49_straight_angry_open,kk49,straight,angry,open
saavik_left_angry_sunglasses,saavik,left,angry,sunglasses
cheyer_up_angry_open,cheyer,up,angry,open
steffi_left_happy_sunglasses,steffi,left,happy,sunglasses
bpm_right_neutral_sunglasses,bpm,right,neutral,sunglasses
at33_left_sad_open,at33,left,sad,open
megak_up_sad_open,megak,up,sad,open
at33_left_neutral_open,at33,left,neutral,open
phoebe_right_sad_open,phoebe,right,sad,open
phoebe_up_neutral_sunglasses,phoebe,up,neutral,sunglasses
at33_left_happy_sunglasses,at33,left,happy,sunglasses
ch4f_left_neutral_open,ch4f,left,neutral,open
megak_right_sad_open,megak,right,sad,open
steffi_up_angry_open,steffi,up,angry,open
bpm_right_neutral_open,bpm,right,neutral,open
at33_straight_happy_open,at33,straight,happy,open
boland_left_sad_open,boland,left,sad,open
mitchell_left_sad_open,mitchell,left,sad,open
night_straight_neutral_sunglasses,night,straight,neutral,sunglasses
danieln_right_angry_sunglasses,danieln,right,angry,sunglasses
bpm_straight_happy_sunglasses,bpm,straight,happy,sunglasses
kawamura_straight_happy_open,kawamura,straight,happy,open
at33_right_neutral_sunglasses,at33,right,neutral,sunglasses
sz24_right_happy_sunglasses,sz24,right,happy,sunglasses
tammo_right_angry_sunglasses,tammo,right,angry,sunglasses
boland_right_neutral_open,boland,right,neutral,open
an2i_right_sad_sunglasses,an2i,right,sad,sunglasses
cheyer_straight_sad_open,cheyer,straight,sad,open
glickman_right_angry_open,glickman,right,angry,open
glickman_up_happy_sunglasses,glickman,up,happy,sunglasses
boland_left_neutral_sunglasses,boland,left,neutral,sunglasses
mitchell_straight_happy_open,mitchell,straight,happy,open
boland_right_sad_sunglasses,boland,right,sad,sunglasses
glickman_up_neutral_sunglasses,glickman,up,neutral,sunglasses
kawamura_left_angry_sunglasses,kawamura,left,angry,sunglasses
danieln_left_neutral_sunglasses,danieln,left,neutral,sunglasses
megak_right_neutral_sunglasses,megak,right,neutral,sunglasses
saavik_right_happy_open,saavik,right,happy,open
